latitude,longitude
30.40221043,-97.72867472
30.33570481,-97.80595365
30.34050033,-97.59110415
30.16777938,-97.78561462
30.30457417,-97.73699954
30.26022199,-97.70988953
30.23533256,-97.68555465
30.25967655,-97.74590146
30.17555494,-97.78050107
30.32063048,-97.71584199
30.20417479,-97.77788246
30.25299478,-97.71278247
30.20425797,-97.64154865
30.40614023,-97.64219542
30.4160444,-97.69629048
30.20369045,-97.88503406
30.21851069,-97.69086056
30.40322629,-97.66886593
30.21461114,-97.68329711
30.41906535,-97.74684372
30.2837799,-97.69613074
30.39247774,-97.84029186
30.35043451,-97.69334485
30.17712666,-97.75956909
30.23410373,-97.8647541
30.22086939,-97.69480809
30.17993367,-97.76273745
30.28104478,-97.71336247
30.18589928,-97.81634079
30.36397189,-97.80695566
30.22414026,-97.68302833
30.27222478,-97.76431246
30.27172518,-97.63277377
30.23649933,-97.71409349
30.4745422,-97.77466139
30.27942443,-97.64418368
30.44122536,-97.66616372
30.33662027,-97.7649298
30.33005017,-97.74590251
30.24559221,-97.73494271
30.19122514,-97.81294864
30.47061655,-97.79032681
30.20862278,-97.65005482
30.36058775,-97.68656056
30.19959761,-97.68387551
30.37546738,-97.68999953
30.40065389,-97.74890298
30.17031299,-97.78435801
30.26842494,-97.68776821
30.31097159,-97.70944865
30.18450578,-97.77415315
30.20839014,-97.62164335
30.22661403,-97.76944192
30.40418002,-97.85376638
30.32654475,-97.67342926
30.21604441,-97.79872688
30.44714748,-97.79615334
30.3908323,-97.67149495
30.34773061,-97.71248921
30.38796891,-97.82462745
30.33473605,-97.72079844
30.34042147,-97.69879194
30.32654475,-97.67342926
30.20593623,-97.8063585
30.41747798,-97.69529263
30.30777658,-97.75158692
30.44709877,-97.8131675
30.11952621,-97.80418052
30.43752721,-97.7761688
30.26970792,-97.69674209
30.3558821,-97.70214415
30.18026656,-97.64677461
30.41140292,-97.67434388
30.37242305,-97.66585215
30.45603574,-97.80753475
30.32152588,-97.68725508
30.22140803,-97.77269491
30.27227416,-97.76435567
30.39160675,-97.83035278
30.32649678,-97.72698133
30.42441774,-97.72338033
30.42109399,-97.79752603
30.15627451,-97.79063734
30.23163533,-97.79167169
30.19178421,-97.76882237
30.37600853,-97.67676923
30.33396525,-97.72135967
30.28588848,-97.68176411
30.38825639,-97.75990615
30.32193616,-97.7186283
30.35122329,-97.73381708
30.24924551,-97.89278404
30.22905293,-97.76051648
30.27432936,-97.73154175
30.20762667,-97.77360889
30.198424,-97.80407589
30.26991669,-97.73305993
30.19872624,-97.72393939
30.21608141,-97.74367772
30.19917043,-97.76284496
30.18431246,-97.77464489
30.34479685,-97.58044415
30.21015719,-97.75464433
30.19538994,-97.74043992
30.36782275,-97.66878718
30.22629261,-97.70616332
30.37027323,-97.70772869
30.18279018,-97.68776633
30.22587294,-97.77001124
30.3337701,-97.74002879
30.3299361,-97.63437319
30.26905877,-97.77579826
30.43825,-97.77723
30.2778335,-97.63952727
30.19128805,-97.73126239
30.32075266,-97.7160555
30.41297506,-97.74782315
30.24119318,-97.69309898
30.38202811,-97.67398329
30.22116894,-97.68532093
30.33952493,-97.70062394
30.19346036,-97.75246114
30.36993355,-97.68076099
30.36878165,-97.69380086
30.21930632,-97.75613746
30.32271388,-97.68189225
30.42716292,-97.71814623
30.24153649,-97.72817565
30.42100037,-97.74682176
30.41525233,-97.74801814
30.37592492,-97.63189651
30.42362857,-97.67184493
30.18161558,-97.77640524
30.41525482,-97.67335662
30.27801717,-97.63991814
30.32159393,-97.68734316
30.2901429,-97.707282
30.27152245,-97.81761754
30.21687329,-97.75035542
30.185877,-97.816338
30.21267778,-97.65896665
30.21580422,-97.74602738
30.44237019,-97.77439943
30.20329612,-97.86438807
30.361,-97.71679
30.35890215,-97.69944633
30.39540565,-97.73214766
30.29917615,-97.71719548
30.25554399,-97.76183911
